time_ms,Lead_I,Lead_II,Lead_III
1594,0.0393,0.035,-0.0043
1596,0.0579,0.0536,-0.0044
1598,0.0519,0.0666,0.0147
1600,0.0341,0.0431,0.0091
1602,0.0747,0.0562,-0.0184
1604,0.0376,0.038,0.0005
1606,0.0423,0.0434,0.0011
1608,0.0572,0.0436,-0.0136
1610,0.0428,0.0463,0.0035
1612,0.0751,0.0379,-0.0372
1614,0.0372,0.0552,0.018
1616,0.0564,0.0395,-0.0169
1618,0.0478,0.06,0.0122
1620,0.0709,0.0637,-0.0072
1622,0.0715,0.0473,-0.0242
1624,0.0437,0.0477,0.004
1626,0.0715,0.0594,-0.012
1628,0.0703,0.0829,0.0127
1630,0.0771,0.0934,0.0163
1632,0.083,0.1002,0.0172
1634,0.0925,0.0989,0.0064
1636,0.1041,0.1031,-0.001
1638,0.0889,0.1448,0.056
1640,0.1212,0.141,0.0198
1642,0.1121,0.1751,0.063
1644,0.1037,0.1672,0.0635
1646,0.1252,0.1763,0.0511
1648,0.1713,0.2231,0.0518
1650,0.1873,0.2291,0.0418
1652,0.1699,0.2634,0.0934
1654,0.1792,0.2895,0.1103
1656,0.2107,0.2805,0.0698
1658,0.1864,0.2735,0.0871
1660,0.2276,0.3131,0.0855
1662,0.2005,0.3429,0.1424
1664,0.2143,0.3161,0.1017
1666,0.2204,0.3347,0.1142
1668,0.2264,0.3125,0.0862
1670,0.2481,0.3235,0.0754
1672,0.2128,0.3223,0.1095
1674,0.206,0.2844,0.0783
1676,0.2065,0.2842,0.0777
1678,0.199,0.2464,0.0474
1680,0.1575,0.2501,0.0927
1682,0.2075,0.2321,0.0245
1684,0.1702,0.2409,0.0707
1686,0.1435,0.2188,0.0753
1688,0.1461,0.188,0.042
1690,0.1319,0.1676,0.0357
1692,0.1077,0.1664,0.0586
1694,0.1134,0.1586,0.0452
1696,0.0943,0.1474,0.0531
1698,0.096,0.1163,0.0204
1700,0.0915,0.098,0.0064
1702,0.0775,0.0973,0.0198
1704,0.0741,0.0768,0.0027
1706,0.0575,0.0542,-0.0033
1708,0.0529,0.0817,0.0289
1710,0.0522,0.0661,0.0139
1712,0.0412,0.0703,0.029
1714,0.0638,0.0517,-0.0121
1716,0.0654,0.0655,0.0001
1718,0.0474,0.0558,0.0084
1720,0.0467,0.0743,0.0276
1722,0.0447,0.0428,-0.0019
1724,0.0404,0.0461,0.0057
1726,0.0535,0.0247,-0.0287
1728,0.0728,0.0495,-0.0233
1730,0.0696,0.0422,-0.0273
1732,0.0491,0.0529,0.0038
1734,0.0597,0.0654,0.0057
1736,0.0937,0.1319,0.0381
1738,0.1629,0.2394,0.0765
1740,0.2621,0.3788,0.1167
1742,0.4368,0.6282,0.1913
1744,0.6236,0.9778,0.3542
1746,0.8389,1.3266,0.4877
1748,1.0463,1.6223,0.576
1750,1.2005,1.853,0.6526
1752,1.2114,1.8942,0.6828
1754,1.1623,1.798,0.6357
1756,0.9981,1.5395,0.5414
1758,0.8044,1.214,0.4096
1760,0.5664,0.8544,0.2881
1762,0.3365,0.5233,0.1867
1764,0.1668,0.2552,0.0884
1766,0.0545,0.0498,-0.0047
1768,-0.0079,-0.0376,-0.0297
1770,-0.0423,-0.0941,-0.0518
1772,-0.0531,-0.0695,-0.0164
1774,-0.0186,-0.0906,-0.072
1776,-0.0134,0.0011,0.0145
1778,0.03,0.0272,-0.0028
1780,0.0647,0.0437,-0.021
1782,0.0738,0.06,-0.0138
1784,0.0813,0.0785,-0.0028
1786,0.0799,0.0751,-0.0048
1788,0.1033,0.0969,-0.0064
1790,0.0995,0.0885,-0.011
1792,0.092,0.0967,0.0048
1794,0.0743,0.0916,0.0173
1796,0.0948,0.093,-0.0017
1798,0.0915,0.1425,0.051
1800,0.0736,0.1249,0.0513
1802,0.1182,0.134,0.0157
1804,0.0763,0.1049,0.0286
1806,0.1082,0.1413,0.0331
1808,0.1211,0.1358,0.0147
1810,0.1081,0.1621,0.0539
1812,0.1114,0.1793,0.0679
1814,0.1154,0.1477,0.0323
1816,0.1351,0.1712,0.0361
1818,0.1322,0.182,0.0498
1820,0.158,0.2131,0.0552
1822,0.1379,0.1647,0.0269
1824,0.1383,0.216,0.0777
1826,0.1437,0.2049,0.0612
1828,0.1383,0.2103,0.0721
1830,0.1619,0.2025,0.0406
1832,0.1789,0.2143,0.0354
1834,0.1837,0.225,0.0414
1836,0.1807,0.2268,0.0461
1838,0.1667,0.2706,0.1038
1840,0.1861,0.2736,0.0875
1842,0.1983,0.2786,0.0802
1844,0.192,0.2709,0.0789
1846,0.216,0.3131,0.0971
1848,0.2027,0.3157,0.113
1850,0.2358,0.3185,0.0827
1852,0.2389,0.3543,0.1154
1854,0.2423,0.3343,0.0921
1856,0.262,0.3776,0.1156
1858,0.2504,0.3833,0.133
1860,0.2772,0.405,0.1278
1862,0.2736,0.3986,0.1251
1864,0.2767,0.4325,0.1558
1866,0.2971,0.4278,0.1307
1868,0.2969,0.4262,0.1293
1870,0.3144,0.4655,0.1512
1872,0.3063,0.437,0.1306
1874,0.2938,0.4777,0.1839
1876,0.3321,0.4709,0.1388
1878,0.3277,0.4882,0.1605
1880,0.3154,0.4862,0.1707
1882,0.3354,0.4993,0.164
1884,0.2989,0.5056,0.2067
1886,0.3331,0.4954,0.1623
1888,0.3209,0.4965,0.1756
1890,0.3216,0.5011,0.1795
1892,0.3332,0.4975,0.1644
1894,0.3225,0.4853,0.1628
1896,0.3176,0.4784,0.1608
1898,0.3196,0.4765,0.1569
1900,0.2987,0.4601,0.1614
1902,0.3092,0.4441,0.1349
1904,0.2842,0.433,0.1488
1906,0.2732,0.4263,0.1531
1908,0.2887,0.4202,0.1315
1910,0.2432,0.4115,0.1683
1912,0.2413,0.4024,0.1611
1914,0.2412,0.4045,0.1633
1916,0.2617,0.3562,0.0944
1918,0.214,0.3477,0.1338
1920,0.2282,0.3261,0.0979
1922,0.2184,0.3098,0.0914
1924,0.1971,0.2988,0.1018
1926,0.2031,0.2758,0.0727
1928,0.1949,0.28,0.0851
1930,0.1768,0.2559,0.0792
1932,0.1737,0.2252,0.0514
1934,0.1547,0.2118,0.0571
1936,0.1398,0.2146,0.0748
1938,0.1307,0.2033,0.0726
1940,0.1142,0.175,0.0609
1942,0.1255,0.1769,0.0514
1944,0.1314,0.1732,0.0418
1946,0.1113,0.118,0.0067
1948,0.1013,0.1435,0.0422
1950,0.1146,0.1394,0.0248
1952,0.1002,0.1235,0.0233
1954,0.0989,0.1231,0.0242
1956,0.0895,0.103,0.0135
1958,0.0682,0.0957,0.0275
1960,0.0881,0.0627,-0.0254
1962,0.0889,0.0885,-0.0004
1964,0.0658,0.0757,0.0099
1966,0.082,0.0801,-0.0019
1968,0.0802,0.0676,-0.0126
1970,0.0602,0.07,0.0098
1972,0.0748,0.0811,0.0062
1974,0.0623,0.0643,0.002
1976,0.0603,0.0541,-0.0062
1978,0.0521,0.0514,-0.0006
1980,0.0456,0.0742,0.0286
1982,0.0884,0.0204,-0.0679
1984,0.0649,0.046,-0.0188
1986,0.042,0.0511,0.0091
1988,0.0471,0.0836,0.0365
1990,0.0549,0.0482,-0.0067
1992,0.0413,0.061,0.0197
1994,0.0526,0.0492,-0.0034
1996,0.0567,0.0483,-0.0084
1998,0.044,0.0331,-0.0109
2000,0.0535,0.0646,0.0112
2002,0.0542,0.0262,-0.0281
2004,0.0489,0.0455,-0.0034
2006,0.0476,0.0484,0.0008
2008,0.0325,0.0291,-0.0034
2010,0.0455,0.0513,0.0058
2012,0.0688,0.0279,-0.0409
2014,0.0357,0.0384,0.0027
2016,0.0437,0.0558,0.0121
2018,0.0387,0.0601,0.0214
2020,0.0447,0.0506,0.0058
2022,0.0515,0.0389,-0.0126
2024,0.0593,0.0376,-0.0217
2026,0.0479,0.0397,-0.0082
2028,0.07,0.057,-0.013
2030,0.047,0.0429,-0.0041
2032,0.0633,0.0414,-0.0219
2034,0.0512,0.0614,0.0102
2036,0.0427,0.0367,-0.006
2038,0.0362,0.0465,0.0103
2040,0.0462,0.0402,-0.006
2042,0.0453,0.0277,-0.0176
2044,0.0434,0.0468,0.0034
2046,0.0439,0.0145,-0.0294
2048,0.0531,0.0492,-0.0039
2050,0.0673,0.0202,-0.0471
2052,0.0615,0.0372,-0.0243
2054,0.0421,0.0487,0.0066
2056,0.071,0.0516,-0.0195
2058,0.0627,0.0382,-0.0245
2060,0.0525,0.0563,0.0038
2062,0.0495,0.0612,0.0117
2064,0.063,0.0411,-0.0219
2066,0.0629,0.0345,-0.0284
2068,0.0575,0.0263,-0.0312
2070,0.0358,0.0413,0.0054
2072,0.0445,0.0522,0.0077
2074,0.0301,0.0456,0.0155
2076,0.0498,0.0556,0.0058
2078,0.0693,0.0436,-0.0257
2080,0.0513,0.0329,-0.0184
2082,0.0466,0.0419,-0.0047
2084,0.0465,0.0326,-0.0139
2086,0.0406,0.0554,0.0148
2088,0.056,0.0604,0.0043
2090,0.0394,0.0464,0.007
2092,0.066,0.0658,-0.0001
2094,0.0437,0.0439,0.0002
2096,0.0303,0.0536,0.0233
2098,0.0511,0.0401,-0.011
2100,0.0598,0.0556,-0.0042
2102,0.0385,0.0281,-0.0104
2104,0.0567,0.0282,-0.0285
2106,0.0452,0.0409,-0.0043
2108,0.0465,0.0349,-0.0116
2110,0.0445,0.0463,0.0018
2112,0.0576,0.0508,-0.0068
2114,0.0525,0.0528,0.0003
2116,0.0574,0.0255,-0.0319
2118,0.0532,0.0348,-0.0184
2120,0.0422,0.0246,-0.0176
2122,0.0372,0.0674,0.0302
2124,0.0583,0.0481,-0.0102
2126,0.0282,0.0311,0.0029
2128,0.0352,0.0354,0.0002
2130,0.0597,0.0356,-0.024
2132,0.0324,0.0285,-0.0039
2134,0.0464,0.0454,-0.0011
2136,0.0434,0.0535,0.0101
2138,0.0457,0.0435,-0.0022
2140,0.0502,0.0263,-0.0239
2142,0.0431,0.0612,0.0181
2144,0.0442,0.0276,-0.0166
2146,0.0484,0.0314,-0.017
2148,0.059,0.0457,-0.0133
2150,0.0505,0.0339,-0.0166
2152,0.0637,0.0462,-0.0175
2154,0.0578,0.0281,-0.0297
2156,0.0492,0.0433,-0.0059
2158,0.058,0.0556,-0.0024
2160,0.0665,0.0569,-0.0096
2162,0.0428,0.0242,-0.0186
2164,0.0582,0.03,-0.0282
2166,0.0411,0.0328,-0.0083
2168,0.0466,0.0506,0.004
2170,0.0429,0.0529,0.01
2172,0.0414,0.0301,-0.0113
2174,0.057,0.0342,-0.0229
2176,0.0654,0.0161,-0.0494
2178,0.0466,0.0179,-0.0287
2180,0.0685,0.0508,-0.0177
2182,0.0626,0.0395,-0.0231
2184,0.0417,0.0676,0.0259
2186,0.0461,0.0372,-0.0089
2188,0.0423,0.0371,-0.0052
2190,0.054,0.0457,-0.0082
2192,0.0447,0.0626,0.0179
2194,0.037,0.0347,-0.0024
2196,0.0446,0.0263,-0.0183
2198,0.0409,0.0619,0.0209
2200,0.0485,0.0281,-0.0204
2202,0.0575,0.0476,-0.0098
2204,0.0472,0.038,-0.0092
2206,0.0701,0.048,-0.0221
2208,0.0535,0.0355,-0.018
2210,0.0401,0.032,-0.0081
2212,0.0481,0.0326,-0.0154
2214,0.0291,0.0365,0.0074
2216,0.0531,0.0756,0.0225
2218,0.0373,0.0482,0.0109
2220,0.0542,0.0182,-0.036
2222,0.0398,0.0462,0.0064
2224,0.0271,0.0236,-0.0034
2226,0.0483,0.0217,-0.0266
2228,0.0535,0.021,-0.0325
2230,0.0387,0.0278,-0.0109
2232,0.0476,0.0294,-0.0182
2234,0.0548,0.0463,-0.0085
2236,0.051,0.0308,-0.0202
2238,0.059,0.0372,-0.0218
2240,0.0419,0.0269,-0.0149
2242,0.0519,0.0477,-0.0042
2244,0.0465,0.0399,-0.0066
2246,0.0244,0.0062,-0.0181
2248,0.045,0.0579,0.0129
2250,0.0451,0.0411,-0.004
2252,0.0513,0.0338,-0.0175
2254,0.0418,0.0301,-0.0117
2256,0.045,0.0417,-0.0033
2258,0.0586,0.0428,-0.0158
2260,0.03,0.0401,0.0101
2262,0.0374,0.0466,0.0092
2264,0.038,0.045,0.007
2266,0.0067,0.0374,0.0308
2268,0.0524,0.0382,-0.0143
2270,0.0486,0.0378,-0.0108
2272,0.0351,0.0266,-0.0084
2274,0.046,0.0546,0.0086
2276,0.0359,0.0384,0.0026
2278,0.0513,0.0727,0.0215
2280,0.0507,0.0443,-0.0064
2282,0.0374,0.037,-0.0004
2284,0.0317,0.0405,0.0088
2286,0.0329,0.048,0.0152
2288,0.0335,0.0376,0.0041
2290,0.0233,0.0741,0.0508
2292,0.0313,0.0264,-0.0049
2294,0.0549,0.0299,-0.0251
2296,0.0474,0.025,-0.0224
2298,0.0445,0.0434,-0.0012
2300,0.0517,0.0311,-0.0206
2302,0.0552,0.0784,0.0232
2304,0.0653,0.0548,-0.0106
2306,0.0596,0.0398,-0.0198
2308,0.0462,0.0349,-0.0113
2310,0.0259,0.0487,0.0228
2312,0.0277,0.0479,0.0201
2314,0.0543,0.0357,-0.0187
2316,0.0577,0.0366,-0.0211
2318,0.0423,0.0314,-0.011
2320,0.0526,0.0486,-0.004
2322,0.0479,0.0421,-0.0057
2324,0.0481,0.0607,0.0126
2326,0.0378,0.0371,-0.0007
2328,0.0632,0.0573,-0.006
2330,0.0301,0.034,0.0039
2332,0.04,0.0408,0.0008
2334,0.041,0.0288,-0.0122
2336,0.0423,0.0442,0.0018
2338,0.0284,0.0317,0.0033
2340,0.0348,0.0448,0.0101
2342,0.0489,0.0458,-0.0031
2344,0.034,0.0421,0.0081
2346,0.0482,0.0229,-0.0254
2348,0.0513,0.0167,-0.0346
2350,0.0473,0.0168,-0.0305
2352,0.0478,0.0405,-0.0074
2354,0.0433,0.0333,-0.01
2356,0.0305,0.0263,-0.0042
2358,0.0477,0.0448,-0.0029
2360,0.0404,0.0358,-0.0046
2362,0.0302,0.0637,0.0335
2364,0.0452,0.0409,-0.0043
2366,0.0289,0.046,0.0171
2368,0.0243,0.0257,0.0014
2370,0.0553,0.0323,-0.023
2372,0.034,0.0505,0.0165
2374,0.0107,0.038,0.0273
2376,0.0533,0.0312,-0.0221
2378,0.0533,0.0203,-0.033
2380,0.0475,0.0388,-0.0087
2382,0.0522,0.0361,-0.0161
2384,0.065,0.0403,-0.0248
2386,0.0632,0.0216,-0.0416
2388,0.0426,0.0269,-0.0157
2390,0.0425,0.0417,-0.0008
2392,0.0402,0.0594,0.0192
2394,0.0558,0.0435,-0.0123
2396,0.0384,0.0322,-0.0062
2398,0.0247,0.0024,-0.0223
2400,0.0464,0.0449,-0.0015
2402,0.0498,0.0603,0.0105
2404,0.0322,0.0487,0.0164
2406,0.0504,0.0475,-0.0029
2408,0.0418,0.0451,0.0033
2410,0.0288,0.0299,0.0011
2412,0.045,0.0556,0.0106
2414,0.0284,0.0318,0.0035
2416,0.0469,0.0401,-0.0068
2418,0.021,0.0473,0.0263
2420,0.0717,0.0252,-0.0465
2422,0.0561,0.0089,-0.0473
2424,0.0344,0.0365,0.0021
2426,0.0475,0.0202,-0.0273
2428,0.051,0.0066,-0.0444
2430,0.0366,0.032,-0.0046
2432,0.0398,0.0261,-0.0137
2434,0.0334,0.0527,0.0193
2436,0.0209,0.0454,0.0245
2438,0.0451,0.0526,0.0075
2440,0.0412,0.0246,-0.0165
2442,0.0204,0.0544,0.0341
2444,0.0643,0.0418,-0.0225
2446,0.0489,0.0665,0.0176
2448,0.0613,0.0654,0.0042
2450,0.0615,0.0611,-0.0005
2452,0.0762,0.0738,-0.0024
2454,0.0416,0.0815,0.04
2456,0.0845,0.0859,0.0014
2458,0.0711,0.0762,0.0051
2460,0.0705,0.136,0.0655
2462,0.1096,0.1454,0.0359
2464,0.0983,0.1546,0.0563
2466,0.1266,0.1576,0.031
2468,0.1214,0.1918,0.0704
2470,0.1213,0.2,0.0787
2472,0.1282,0.2344,0.1062
2474,0.158,0.2377,0.0797
2476,0.1746,0.2405,0.0659
2478,0.1761,0.2684,0.0923
2480,0.1855,0.3014,0.1159
2482,0.2067,0.3105,0.1038
2484,0.2096,0.3039,0.0943
2486,0.2023,0.3252,0.1229
2488,0.2269,0.3143,0.0874
2490,0.1952,0.3191,0.124
2492,0.1988,0.3175,0.1187
2494,0.2144,0.3063,0.0918
2496,0.2435,0.3092,0.0657
2498,0.2109,0.3149,0.104
2500,0.1889,0.2944,0.1054
2502,0.1622,0.2713,0.1091
2504,0.167,0.2388,0.0718
2506,0.1508,0.2282,0.0775
2508,0.1553,0.2087,0.0534
2510,0.1438,0.2069,0.0631
2512,0.1288,0.1591,0.0303
2514,0.1075,0.1854,0.0779
2516,0.1133,0.1471,0.0339
2518,0.0877,0.1174,0.0297
2520,0.0874,0.1158,0.0284
2522,0.0631,0.0806,0.0175
2524,0.0778,0.0927,0.015
2526,0.0657,0.0819,0.0162
2528,0.0794,0.0617,-0.0177
2530,0.0456,0.0647,0.0191
2532,0.0394,0.0254,-0.014
2534,0.0544,0.0283,-0.026
2536,0.0415,0.0408,-0.0007
2538,0.0324,0.0393,0.0069
2540,0.0403,0.0526,0.0123
2542,0.0438,0.0375,-0.0063
2544,0.0602,0.0414,-0.0188
2546,0.0278,0.026,-0.0018
2548,0.0462,0.0249,-0.0213
2550,0.0308,0.026,-0.0048
2552,0.0176,0.0252,0.0076
2554,0.0526,0.0385,-0.0141
2556,0.0585,0.0362,-0.0223
2558,0.0653,0.0686,0.0032
2560,0.0784,0.1514,0.0729
2562,0.1701,0.2808,0.1107
2564,0.3189,0.4773,0.1584
2566,0.5221,0.7816,0.2594
2568,0.7201,1.1055,0.3853
2570,0.9292,1.4625,0.5334
2572,1.1134,1.7168,0.6034
2574,1.2018,1.888,0.6862
2576,1.1811,1.8621,0.6811
2578,1.0914,1.6882,0.5968
2580,0.9189,1.4317,0.5128
2582,0.6592,1.0476,0.3884
2584,0.4564,0.6775,0.2211
2586,0.2414,0.3816,0.1401
2588,0.1081,0.133,0.0248
2590,0.0308,-0.0011,-0.0319
2592,-0.0495,-0.0939,-0.0443
2594,-0.046,-0.0937,-0.0477
2596,-0.0299,-0.11,-0.0801
2598,-0.0003,-0.0768,-0.0766
2600,-0.0187,-0.0268,-0.0081
2602,0.0446,-0.0082,-0.0528
2604,0.0417,0.0361,-0.0056
2606,0.0403,0.0513,0.011
2608,0.0693,0.0638,-0.0055
2610,0.0478,0.0739,0.0261
2612,0.0816,0.071,-0.0106
2614,0.0605,0.0821,0.0215
2616,0.0788,0.0782,-0.0006
2618,0.0856,0.0779,-0.0077
2620,0.0733,0.1023,0.0289
2622,0.0999,0.1121,0.0122
2624,0.0711,0.0864,0.0153
2626,0.0823,0.1112,0.0288
2628,0.0909,0.1038,0.0129
2630,0.1118,0.1297,0.0179
2632,0.0932,0.1519,0.0587
2634,0.1076,0.1458,0.0382
2636,0.1313,0.1445,0.0133
2638,0.0972,0.18,0.0829
2640,0.1009,0.1663,0.0654
2642,0.1223,0.1778,0.0555
2644,0.1381,0.1824,0.0443
2646,0.136,0.1901,0.0541
2648,0.1283,0.1863,0.058
2650,0.1475,0.2259,0.0785
2652,0.171,0.1906,0.0196
2654,0.1566,0.2097,0.0531
2656,0.1574,0.2253,0.0679
2658,0.1586,0.2546,0.096
2660,0.1808,0.2295,0.0487
2662,0.1773,0.2648,0.0875
2664,0.1772,0.2452,0.068
2666,0.1861,0.3012,0.1151
2668,0.1851,0.3145,0.1294
2670,0.2067,0.3074,0.1007
2672,0.2202,0.2808,0.0605
2674,0.2223,0.2816,0.0593
2676,0.2286,0.3386,0.11
2678,0.2451,0.3622,0.1171
2680,0.2489,0.3473,0.0984
2682,0.249,0.3698,0.1208
2684,0.2737,0.3917,0.1181
2686,0.2632,0.3939,0.1308
2688,0.2654,0.4278,0.1623
2690,0.2623,0.429,0.1666
2692,0.2973,0.4412,0.1438
2694,0.2734,0.4183,0.1449
2696,0.2766,0.474,0.1975
2698,0.3347,0.4485,0.1138
2700,0.2931,0.4651,0.172
2702,0.2996,0.462,0.1624
2704,0.3127,0.4825,0.1698
2706,0.3089,0.4939,0.185
2708,0.3212,0.4767,0.1555
2710,0.3027,0.4873,0.1845
2712,0.3287,0.4764,0.1477
2714,0.3005,0.4655,0.1649
2716,0.3115,0.4787,0.1672
2718,0.2968,0.4782,0.1814
2720,0.3083,0.4745,0.1662
2722,0.2943,0.4276,0.1333
2724,0.3057,0.4428,0.1371
2726,0.2906,0.4409,0.1503
2728,0.2761,0.4149,0.1388
2730,0.2708,0.4168,0.146
2732,0.2535,0.3897,0.1362
2734,0.2468,0.3858,0.139
2736,0.243,0.3904,0.1474
2738,0.2304,0.3314,0.101
2740,0.2464,0.3405,0.0941
2742,0.2429,0.3312,0.0883
2744,0.2217,0.3335,0.1118
2746,0.188,0.311,0.123
2748,0.1861,0.2711,0.085
2750,0.1594,0.2694,0.1099
2752,0.1921,0.2329,0.0408
2754,0.1663,0.2497,0.0834
2756,0.1598,0.2309,0.0711
2758,0.146,0.2285,0.0825
2760,0.141,0.2057,0.0647
2762,0.1274,0.1841,0.0567
2764,0.1338,0.1637,0.0298
2766,0.1064,0.131,0.0246
2768,0.1047,0.1654,0.0608
2770,0.0936,0.1457,0.0521
2772,0.0795,0.1366,0.0571
2774,0.0958,0.123,0.0272
2776,0.0756,0.0991,0.0235
2778,0.0928,0.1058,0.013
2780,0.09,0.1037,0.0137
2782,0.0661,0.0783,0.0122
2784,0.0678,0.0865,0.0188
2786,0.0712,0.0749,0.0036
2788,0.0707,0.036,-0.0347
2790,0.0728,0.0363,-0.0365
2792,0.0443,0.0722,0.0279
2794,0.0512,0.0741,0.0229
2796,0.0496,0.0558,0.0062
2798,0.0281,0.0372,0.0091
2800,0.0518,0.0533,0.0015
2802,0.0817,0.0558,-0.0259
2804,0.0573,0.0423,-0.015
2806,0.0463,0.0175,-0.0288
2808,0.058,0.0388,-0.0191
2810,0.0489,0.0394,-0.0094
2812,0.0554,0.0191,-0.0363
2814,0.0495,0.0384,-0.0112
2816,0.0352,0.0572,0.022
2818,0.0307,0.048,0.0173
2820,0.0257,0.0113,-0.0145
2822,0.0262,0.0529,0.0267
2824,0.0188,0.027,0.0082
2826,0.0396,0.0269,-0.0126
2828,0.0478,0.0225,-0.0252
2830,0.0485,0.0128,-0.0357
2832,0.0274,0.0371,0.0098
2834,0.017,0.0312,0.0142
2836,0.0325,0.0295,-0.003
2838,0.0394,0.0451,0.0057
2840,0.0237,0.0385,0.0148
2842,0.0429,0.0109,-0.032
2844,0.0447,0.045,0.0003
2846,0.0156,0.0187,0.0031
2848,0.0245,0.0285,0.004
2850,0.0179,0.029,0.0111
2852,0.0431,0.0388,-0.0043
2854,0.0557,0.0429,-0.0128
2856,0.05,0.0273,-0.0227
2858,0.036,0.0171,-0.0189
2860,0.0297,0.0307,0.0009
2862,0.0277,0.0303,0.0026
2864,0.0221,0.0337,0.0116
2866,0.0544,0.0251,-0.0293
2868,0.0247,0.0244,-0.0003
2870,0.0505,0.0216,-0.0289
2872,0.0316,0.0362,0.0046
2874,0.0311,0.052,0.0209
2876,0.013,0.0494,0.0364
2878,0.0358,0.0173,-0.0186
2880,0.0129,0.0104,-0.0025
2882,0.0419,0.02,-0.0219
2884,0.0245,0.0296,0.0051
2886,0.0396,0.0312,-0.0085
2888,0.0453,0.046,0.0007
2890,0.0459,0.024,-0.022
2892,0.0523,0.0434,-0.0089
2894,0.0372,0.027,-0.0102
2896,0.035,0.0312,-0.0038
2898,0.0341,0.0338,-0.0002
2900,0.0122,-0.0008,-0.0131
2902,0.0165,0.0564,0.0399
2904,0.0336,0.0044,-0.0292
2906,0.0306,0.0394,0.0088
2908,0.024,0.0114,-0.0126
2910,0.0529,0.0132,-0.0397
2912,0.0699,0.0075,-0.0624
2914,0.035,0.0417,0.0067
2916,0.0328,0.0263,-0.0065
2918,0.0115,0.0134,0.0019
2920,0.0404,0.0142,-0.0262
2922,0.0298,0.0281,-0.0017
2924,0.0239,0.0221,-0.0018
2926,0.0456,0.0248,-0.0207
2928,0.0349,0.0221,-0.0128
2930,0.0176,0.0372,0.0197
2932,0.0416,0.0382,-0.0033
2934,0.0417,0.0141,-0.0276
2936,0.0432,0.006,-0.0372
2938,0.0383,0.027,-0.0113
2940,0.0202,0.0569,0.0367
2942,0.0419,0.0383,-0.0035
2944,0.0231,0.018,-0.0051
2946,0.0157,0.046,0.0303
2948,0.0169,0.0243,0.0074
2950,0.03,0.0285,-0.0015
2952,0.0392,0.0352,-0.004
2954,0.0315,0.021,-0.0106
2956,0.0243,0.0314,0.0071
2958,0.0289,0.0103,-0.0187
2960,0.0276,0.0146,-0.0131
2962,0.0239,0.013,-0.0109
2964,0.045,0.0244,-0.0206
2966,0.0283,0.0274,-0.0008
2968,0.02,0.0129,-0.0071
2970,0.0013,0.0143,0.013
2972,0.0355,0.0208,-0.0147
2974,0.0309,0.0306,-0.0002
2976,0.0196,0.0554,0.0358
2978,0.0233,0.035,0.0117
2980,0.0198,0.0276,0.0078
2982,0.0198,0.0113,-0.0084
2984,0.0356,0.0438,0.0082
2986,0.0499,0.0243,-0.0256
2988,0.0473,0.0416,-0.0057
2990,0.0308,0.0327,0.0018
2992,0.0362,0.0287,-0.0075
2994,0.0382,0.0326,-0.0056
2996,0.0276,0.0256,-0.002
2998,0.0084,0.0249,0.0165
3000,0.0197,0.0173,-0.0024
3002,0.0227,0.0228,0.0001
3004,0.0507,0.048,-0.0027
3006,0.0181,0.0282,0.0101
3008,0.0185,0.0522,0.0337
3010,0.0414,0.0484,0.007
3012,0.0306,0.0159,-0.0148
3014,0.0375,0.0222,-0.0152
3016,0.051,0.0083,-0.0427
3018,0.0415,0.0209,-0.0206
3020,0.0324,0.0308,-0.0017
3022,0.0162,0.0312,0.015
3024,0.0348,0.0226,-0.0122
3026,0.0484,0.046,-0.0025
3028,0.0193,0.0452,0.0259
3030,0.0449,0.0069,-0.0379
3032,0.0272,0.0153,-0.0119
3034,0.0281,0.0071,-0.021
3036,-0.0023,0.0125,0.0148
3038,0.018,0.0222,0.0042
3040,0.0323,0.0358,0.0035
3042,0.0216,0.042,0.0204
3044,0.0395,0.0193,-0.0201
3046,0.034,0.0125,-0.0216
3048,0.0249,0.0194,-0.0055
3050,0.0245,0.0355,0.0109
3052,0.0489,0.0414,-0.0075
3054,0.0455,0.0481,0.0027
3056,0.0097,0.0323,0.0226
3058,0.0178,-0.0017,-0.0195
3060,0.029,0.0291,0.0001
3062,0.0233,0.0281,0.0048
3064,0.0214,0.0131,-0.0083
3066,0.0321,0.0259,-0.0062
3068,0.0281,0.0298,0.0017
3070,0.0466,0.0419,-0.0048
3072,0.0327,0.0093,-0.0234
3074,0.027,0.0054,-0.0216
3076,0.0367,0.0116,-0.0251
3078,0.021,0.045,0.0241
3080,0.0253,0.0224,-0.0029
3082,0.0319,0.0556,0.0236
3084,0.0309,0.0166,-0.0144
3086,0.0121,0.0148,0.0027
3088,0.0179,0.0077,-0.0102
3090,0.0081,0.0213,0.0133
3092,0.0208,0.0282,0.0074
3094,0.0327,0.0217,-0.011
3096,0.0088,0.0167,0.0079
3098,0.0242,0.0094,-0.0148
3100,0.0358,0.029,-0.0068
3102,0.0208,0.0089,-0.012
3104,0.0365,0.0417,0.0052
3106,0.0109,0.0127,0.0018
3108,0.0105,0.0199,0.0094
3110,0.0207,0.0274,0.0067
3112,0.0409,0.0044,-0.0365
3114,0.0178,-0.0057,-0.0235
3116,0.0299,0.0317,0.0018
3118,0.042,-0.0025,-0.0445
3120,0.0308,0.0365,0.0057
3122,0.0314,0.0469,0.0155
3124,0.0271,0.0317,0.0046
3126,0.0317,0.0388,0.0071
3128,0.017,0.0236,0.0066
3130,0.0151,-0.0087,-0.0238
